,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
278,20000,6,260,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,461538.461538462,11538.4615384615,130.0,172.0227967983822,251,8,260,260.0,0.0,260,260,0,0.0,0.0,0,0,0,0,0,0,40,24,7692.30769230769,3846.15384615385,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
279,20000,6,868,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,595622.119815668,4608.29493087558,289.333333333333,109.11813949062562,413,210,868,289.333333333333,109.11813949062562,413,210,0,0.0,0.0,0,0,0,0,0,0,136,0,4608.29493087558,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
280,20000,6,34816326,26,17,219,817,27,0,8.42307692307692,10.358274284544,292,0,48.0588235294118,92.5557065962408,29.75615491939069,1.2350527620982594,828960.1510432884,1868514.287398015,5017298,32,34816141,1392645.6574899317,2268626.917613039,5017298,300,34816280,2176017.522948479,2538474.756498629,5017754,274,0,0,0,0,840,552,0.7467760887105768,0.4882766733876846,0,292,23.5454545454545,60.3214083426419,3638.67230443974,2,2,0,24,42,0,0,0,0,24.093023255814,8.42307692307692,48.0588235294118,0,0,0,826,12,9435,3,31,2,116,29200,227,11,32,1021026.9417987452,2281907.6353114992,5103027,454,5015121.4842634685,1268.6303248124218,5017298,5014110,Benign
281,3389,6,2213545,8,11,1148,1581,677,0,143.5,228.129662379,1173,0,143.7272727273,352.1017156758,1232.8640258048,8.583516486,122974.722222222,289683.957966123,1269947,3,2213545,316220.714285714,470028.737505029,1353774,3,2170154,217015.4,374434.312567995,1269947,3526,0,0,0,0,172,232,3.6141122046,4.9694042814,0,1173,136.45,292.3279475989,85455.6289473685,0,0,0,1,0,0,0,0,1,143.6315789474,143.5,143.7272727273,0,0,0,0,0,0,8,1148,11,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
282,20000,6,264,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,454545.454545455,11363.6363636364,132.0,169.51642765877276,251,12,264,264.0,0.0,264,264,0,0.0,0.0,0,0,0,0,0,0,40,24,7575.75757575758,3787.87878787879,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
283,80,6,3730,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,536.1930295,3730.0,0.0,3730,3730,3730,3730.0,0.0,3730,3730,0,0.0,0.0,0,0,0,0,0,0,40,0,536.1930295,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
284,80,6,56971458,203,104,56088,189900,680,0,276.296602520909,291.7236605442736,1936,0,1825.9640105635428,320.3663209467258,4317.749139378864,5.3886631303662345,186181.2382018175,362305.9981634571,1021162,22,56969284,282026.158790295,414755.22539995896,1021162,387,56971432,553120.7076675363,436455.8454590204,1023862,41,0,0,0,0,4072,2092,3.5631876724959763,1.8254754578702588,0,1936,798.6638552284054,794.0085713658556,630449.6123748468,0,0,1,1,0,0,0,1,0,801.2653661575198,276.296602520909,1825.9640105635428,0,0,0,0,0,0,203,56088,104,189900,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,RA
285,135,6,338,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5917.15976331361,338.0,0.0,338,338,338,338.0,0.0,338,338,0,0.0,0.0,0,0,0,0,0,0,44,0,5917.15976331361,0.0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
286,80,6,13812,3,4,323,935,323,0,107.6666667,186.4841369,935,0,233.75,467.5,91080.2201,506.8056762,2302.0,5196.933942,12906,2,13193,6596.5,8922.980472,12906,287,13810,4603.333333,7443.28196,13198,271,0,0,0,0,72,92,217.2024327,289.6032436,0,935,157.25,333.9661018,111533.3571,0,0,1,1,0,0,0,1,1,179.7142857,107.6666667,233.75,0,0,0,0,0,0,3,323,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
287,80,6,5478696,3,1,301,169,301,0,60.22626073019034,134.6700130233444,169,0,56.5592335030528,97.96346606445512,94.0044561732702,1.1071765942167815,1381538.9656737263,2686389.1730146757,5453371,20,5478696,2155688.406832959,3373467.1750984103,5453371,448,1512,756.0912918294794,365.2146151977729,1014,497,0,0,0,0,90,50,0.737308726647135,0.3698678675696465,0,301,52.31211157334039,108.88157037190976,25432.284056847675,0,0,1,1,0,0,0,1,0,58.85112552001959,60.22626073019034,56.5592335030528,0,0,0,0,0,0,3,301,1,169,8192,14454,0,20,0.0,0.0,0,0,0.0,0.0,0,0,RA
288,80,6,23696,3,4,316,935,316,0,105.3333333,182.4426851,935,0,233.75,467.5,52793.72046,295.4085078,3949.333333,6375.618077,15113,2,15396,7698.0,10486.39356,15113,283,23694,7898.0,7690.142586,15397,30,0,0,0,0,72,92,126.6036462,168.8048616,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,1,178.7142857,105.3333333,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
289,20000,6,465,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,1111827.95698925,8602.15053763441,155.0,29.506132669489563,179,122,465,155.0,29.506132669489563,179,122,0,0.0,0.0,0,0,0,0,0,0,136,0,8602.15053763441,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
290,53,17,412,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,237864.077669903,4854.3689320388,412.0,0.0,412,412,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2427.1844660194,2427.1844660194,41,57,46.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,0,0,0,0,0,0,1,41,1,57,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
291,20000,6,260,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,461395.2092370838,11534.880230927049,130.0405045882147,172.4767724715264,252,8,260,260.0810091764294,0.0,260,260,0,0.0,0.0,0,0,0,0,0,0,40,24,7689.920153951386,3844.9600769756976,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
292,2638,6,9230921,5,0,6,0,6,0,1.2,2.68328157299975,0,0,0.0,0.0,0.6501666507513563,0.5418055422927965,2307730.3394009923,3558815.272725047,7503175,35,9230921,2307730.3394009923,3558815.272725047,7503175,35,0,0.0,0.0,0,0,0,0,0,0,168,0,0.5418055422927965,0.0,0,6,1.0,2.44948974278318,6.0,1,1,0,1,4,0,0,0,0,1.2,1.2,0.0,0,0,0,0,0,0,2,3,0,0,64240,0,1,32,278.1364790407013,0.0,278,278,7503175.328819741,0.0,7503175,7503175,Scanning
293,20000,6,752,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,687500.0,5319.14893617021,250.666666666667,95.9287930359458,361,187,752,250.666666666667,95.9287930359458,361,187,0,0.0,0.0,0,0,0,0,0,0,136,0,5319.14893617021,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
294,20000,6,2033,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,254303.984259715,1967.53566158387,677.666666666667,886.343236750489,1701,152,2033,677.666666666667,886.343236750489,1701,152,0,0.0,0.0,0,0,0,0,0,0,136,0,1967.53566158387,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
295,20000,6,266,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,449834.433428965,11245.860835724145,133.3827452875335,167.41848393658964,251,15,266,266.765490575067,0.0,266,266,0,0.0,0.0,0,0,0,0,0,0,40,24,7497.240557149417,3748.620278574712,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
296,20000,6,39836329,28,18,237,834,27,0,8.46428571428571,10.2649426505484,292,0,46.3333333333333,90.0901509273774,26.885007804497192,1.1547248916964243,885251.7769622711,1918446.7381991316,5017054,19,39836162,1475413.4265141534,2307426.922500538,5017054,286,39836285,2343310.8899743007,2552816.752642888,5017515,241,0,0,0,0,904,584,0.702876021032606,0.4518488706638185,0,292,22.7872340425532,58.4331413446218,3414.43200740055,2,2,0,26,45,0,0,0,0,23.2826086956522,8.46428571428571,46.3333333333333,0,0,0,826,12,9499,3,29,2,104,29200,227,12,32,850718.9910142379,2082613.4160696776,5101835,455,5015229.441509563,1308.3692851799804,5017054,5013824,Benign
297,20000,6,217,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9211.770382328104,217.1207930287009,0.0,217,217,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4605.885191164052,4605.885191164052,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,DNP3_Stealthy
298,53,17,293,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,402730.3754,6825.938567,293.0,0.0,293,293,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3412.969283,3412.969283,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
299,0,0,112641176,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332445448129,56320588.16881474,85.72530532806776,56320648,56320527,112641176,56320588.16881474,85.72530532806776,56320648,56320527,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332445448129,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320588.16881474,85.72530532806776,56320648,56320527,RA
300,20000,6,31806699,26,17,219,817,27,0,8.42307692307692,10.358274284544,292,0,48.0588235294118,92.5557065962408,32.571754131132295,1.3519164359446836,757302.377006422,1774457.3157070412,5016899,13,31806530,1272261.2228912108,2167158.0303139933,5016899,277,31806661,1987916.327016576,2454445.14393489,5017504,219,0,0,0,0,840,552,0.8174378449898072,0.5344785909548737,0,292,23.5454545454545,60.3214083426419,3638.67230443974,2,2,0,24,42,0,0,0,0,24.093023255814,8.42307692307692,48.0588235294118,0,0,0,826,12,9507,3,31,2,116,29200,227,11,32,1020908.253560856,2281630.867179195,5102413,458,5015654.992173318,879.4533761575303,5016899,5014642,Benign
301,0,0,114928660,335,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.837039516385594,643561.6270559153,449.25751936930993,646321,641270,114928660,643561.6270559153,449.25751936930993,646321,641270,0,0.0,0.0,0,0,0,0,0,0,0,0,2.837039516385594,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
302,20000,6,261,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,459335.6064275049,11483.3901606876,130.62380233864326,168.8234377572221,250,11,261,261.2476046772865,0.0,261,261,0,0.0,0.0,0,0,0,0,0,0,40,24,7655.593440458413,3827.796720229203,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
303,20000,6,136,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,378177.129125147,136.93556297987698,0.0,136,136,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,189088.5645625735,189088.5645625735,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,DNP3_Stealthy
304,20000,6,2014,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,256584.78754463003,1985.182108662512,671.6429965031542,843.1231517181916,1644,163,2014,671.6429965031542,843.1231517181916,1644,163,0,0.0,0.0,0,0,0,0,0,0,136,0,1985.182108662512,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
305,20000,6,260,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,460312.384202768,11507.809605069167,130.34667336666743,170.0827037252446,250,10,260,260.69334673333486,0.0,260,260,0,0.0,0.0,0,0,0,0,0,0,40,24,7671.87307004613,3835.9365350230632,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
306,20000,6,13762552,18,13,147,749,27,0,8.16666666666667,10.9289146977451,292,0,57.6153846153846,104.888463348405,65.10420332915469,2.2524891776828024,458751.7416981699,1400074.3638995828,5015531,32,13762384,809552.0580577458,1803093.389240584,5015531,301,13762503,1146875.2862461836,2083715.3090044432,5016043,274,0,0,0,0,584,424,1.3078969418803417,0.9445922358024674,0,292,28.0,70.3255104450358,4945.67741935484,2,2,0,16,30,0,0,0,0,28.9032258064516,8.16666666666667,57.6153846153846,0,0,0,826,12,8890,6,49,4,249,29200,227,7,32,5107751.138369683,0.0,5107751,5107751,5015531.662591479,0.0,5015531,5015531,Benign
307,80,6,1216,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1644.736842,1216.0,0.0,1216,1216,1216,1216.0,0.0,1216,1216,0,0.0,0.0,0,0,0,0,0,0,40,0,1644.736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
308,53,17,43232,1,1,35,67,35,35,35.0,0.0,67,67,67.0,0.0,2359.363434493,46.2620281273,43232.0,0.0,43232,43232,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,23.1310140637,23.1310140637,35,67,45.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,68.5,35.0,67.0,0,0,0,0,0,0,1,35,1,67,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
309,20000,6,1214,4,0,517,0,517,0,129.25,258.5,0,0,0.0,0.0,425864.909390445,3294.89291598023,404.666666666667,430.721874686361,902,152,1214,404.666666666667,430.721874686361,902,152,0,0.0,0.0,0,0,0,0,0,0,136,0,3294.89291598023,0.0,0,517,103.4,231.209428873478,53457.8,1,1,0,1,3,0,0,0,0,129.25,129.25,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Scanning
310,53,17,117813,2,2,67,157,33,33,33.532929532891444,0.0,78,78,78.54788004768008,0.0,1909.899668748328,33.960638155493335,39271.11350095282,34121.401342473066,61683,12,61683,61683.20685470908,0.0,61683,61683,12,12.040404790285766,0.0,12,12,0,0,0,0,16,16,16.980319074954746,16.980319074954746,33,78,51.5389097388069,24.65570382448789,693.4216045170397,0,0,0,0,0,0,0,0,1,64.42363717350862,33.532929532891444,78.54788004768008,0,0,0,0,0,0,2,67,2,157,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,RT
311,53,17,197981,2,2,101,264,50,50,50.620492961334485,0.0,132,132,132.0151760940121,0.0,1843.849315191046,20.21283596747089,65993.6988677293,83316.35280014129,159736,481,197499,197499.38311739272,0.0,197499,197499,160218,160218.71238610268,0.0,160218,160218,0,0,0,0,16,16,10.106417983694936,10.106417983694936,50,132,83.17836621440554,44.58170401271333,2004.1791459102965,0,0,0,0,0,0,0,0,1,103.97295776800692,50.620492961334485,132.0151760940121,0,0,0,0,0,0,2,101,2,264,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
312,53,17,493,1,1,46,62,46,46,46.30472373333836,0.0,62,62,62.30472373333836,0.0,219971.04324649533,4052.1221563084487,493.7425136000452,0.0,493,493,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2026.0610781542243,2026.0610781542243,46,62,51.63805706663835,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.45708560000753,46.30472373333836,62.30472373333836,0,0,0,0,0,0,1,46,1,62,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
313,20000,6,262,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,457715.69051737874,11442.892262934452,131.08601095503968,170.99820318801432,252,10,262,262.17202191007937,0.0,262,262,0,0.0,0.0,0,0,0,0,0,0,40,24,7628.594841956306,3814.297420978152,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
314,80,6,30023,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.61559471,30023.0,0.0,30023,30023,30023,30023.0,0.0,30023,30023,0,0.0,0.0,0,0,0,0,0,0,40,0,66.61559471,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
315,80,6,924,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,701632.3686552825,7567.683483184895,154.16430778388758,94.13303446833255,276,31,478,239.3089304922332,138.7095702543487,337,141,649,216.47486630201612,186.75548528441013,404,31,0,0,0,0,72,92,3243.2929213649977,4324.390561819896,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
316,20000,6,262,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,458015.267175573,11450.3816793893,131.0,168.61938419978486,250,11,262,262.0,0.0,262,262,0,0.0,0.0,0,0,0,0,0,0,40,24,7633.58778625954,3816.79389312977,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
317,20000,6,265,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,452602.0522036061,11315.051305090132,132.56700558403244,172.1987991280765,254,10,265,265.1340111680649,0.0,265,265,0,0.0,0.0,0,0,0,0,0,0,40,24,7543.367536726777,3771.683768363389,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
318,20000,6,530,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,226410.5119126328,5660.262797815823,265.11858884393155,361.450239062328,520,9,530,530.2371776878631,0.0,530,530,0,0.0,0.0,0,0,0,0,0,0,40,24,3773.5085318772135,1886.754265938604,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
319,443,6,1168369,9,6,523,3723,205,0,58.216283403954,85.99293516832465,1430,0,564.3439298477613,662.741024886102,3622.629465404377,13.286066928035927,80466.9783175261,114483.91154302211,352384,0,1168369,146046.13087739944,120032.67765234254,352384,22,843360,153487.95312802691,226554.0378198492,474096,0,0,0,0,0,192,142,7.706347368564775,5.579719559471154,0,1430,255.76467115268773,476.95164070594416,230009.54709293487,0,0,0,1,0,0,0,0,0,272.1693787004674,58.216283403954,564.3439298477613,0,0,0,0,0,0,9,523,6,3723,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
320,20000,6,210,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9522.354190980608,210.93378627582396,0.0,210,210,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,4761.177095490304,4761.177095490304,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,DNP3_Stealthy
321,20000,6,11937039,20,14,171,766,27,0,8.55,11.1093843687502,292,0,54.7142857142857,101.356513639444,78.51066054260825,2.8488393366581417,361728.4818347707,1210355.6480638357,4989917,15,11936880,628256.8444927466,1558083.0091438554,4989917,282,11937003,918231.0144181756,1839825.1233004297,5017390,226,0,0,0,0,648,456,1.675787845093025,1.173051491565117,0,292,26.7714285714286,67.3411358044143,4534.82857142857,2,2,0,18,33,0,0,0,0,27.5588235294118,8.55,54.7142857142857,0,0,0,451,8,2959,6,57,4,255,29200,227,8,32,1457542.6605318051,0.0,1457542,1457542,1432397.900611075,0.0,1432397,1432397,DNP3_Stealthy
322,80,6,2199,3,4,299,935,299,0,99.66666667,172.6277305,935,0,233.75,467.5,561164.1655,3183.265121,366.5,641.8201461,1654,7,1945,972.5,963.7865428,1654,291,2192,730.6666667,1056.061709,1945,27,0,0,0,0,72,92,1364.25648,1819.00864,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,1,176.2857143,99.66666667,233.75,0,0,0,0,0,0,3,299,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
323,20000,6,26256092,23,23,198,885,27,0,8.60869565217391,10.4435240065741,292,0,38.4782608695652,80.7441917782874,41.29677768137494,1.754064425986376,583468.7304925215,1383566.9104684384,5025575,8,26255919,1193450.9037087746,2026227.908356591,5025575,8,26256056,1193457.0917616363,1813807.843490017,5041450,226,0,0,0,0,744,756,0.877032212993188,0.877032212993188,0,292,23.0425531914894,58.3531070842246,3405.08510638298,2,2,0,27,45,0,0,0,1,23.5434782608696,8.60869565217391,38.4782608695652,0,0,0,480,10,448,3,28,3,126,29200,227,10,32,4221719.635971273,1421562.6281650623,5226916,3216523,5024589.441947002,1394.8100140587271,5025575,5023603,DNP3_Stealthy
324,80,6,892,3,4,148,241,148,0,49.3333333333,85.4478398401,241,0,60.3613849167228,120.7227698334456,436162.34729038825,7839.711736268126,148.8151798889822,94.48387301018154,256,14,491,245.55938883411915,102.19418023437592,317,173,636,212.0627567754613,191.6807036364619,397,14,0,0,0,0,72,92,3359.876458400641,4479.835277867484,0,241,48.6806924583614,93.53497155267311,8748.812319149323,0,0,0,1,0,0,0,0,1,55.63507709526069,49.3333333333,60.3613849167228,0,0,0,0,0,0,3,148,4,241,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
325,80,6,31441444,7,8,434,1937,431,0,62.0,162.7144738491,1460,0,242.19757039174675,520.2131473785729,75.44066227268087,0.4770885363309183,2245817.4601306766,4220643.516951359,10041166,2,30252392,5042065.447558606,5481094.477337043,10050195,11873,31390238,4484319.717296653,5235834.20594099,10085667,3,0,0,0,0,152,208,0.2226413169228653,0.254447219408053,0,1460,148.22378519587338,382.8039109646545,146548.6883798386,0,0,0,1,0,0,0,0,1,158.10537087556494,62.0,242.19757039174675,0,0,0,0,0,0,7,434,8,1937,8192,946,4,20,69673.98817599344,39904.56327831243,115660,44172,10014456.906941228,23146.125362070907,10041166,10000903,Benign
326,80,6,1689,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1184.132623,1689.0,0.0,1689,1689,1689,1689.0,0.0,1689,1689,0,0.0,0.0,0,0,0,0,0,0,40,0,1184.132623,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
327,20000,6,262,2,1,120,0,120,0,60.0,84.8528137423857,0,0,0.0,0.0,458015.267175573,11450.3816793893,131.0,169.917639859959,251,10,262,262.0,0.0,262,262,0,0.0,0.0,0,0,0,0,0,0,40,24,7633.58778625954,3816.79389312977,0,120,60.0,69.2820323027551,4800.0,0,2,1,0,2,0,0,0,0,80.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,64,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
